Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Fees,Attributes
COMM,496,0,,Internship,2 TO 4,TBA,,STAFF,,
COMM,498,0,,Journalism internship,2 OR 4,TBA,,Morgan\ Timothy C.,,
CORE,101,3,,FYS: Why Do We Suffer?,4,9:20 AM - 10:30 AM,M W F,Borden\ Sarah R.,,
CORE,101,4,,FYS: Living with More Rhythm,4,9:20 AM - 10:30 AM,M W F,Chase\ Kenneth R.,,
CORE,101,5,,FYS:Where Do We Come From,4,2:15 PM - 3:25 PM,M W F,Moshier\ Stephen O.,,
CORE,101,2,,FYS: What is Matter?,4,12:55 PM - 2:05 PM,M W F,Walhout\ Peter K.,,
CORE,306,0,,AIS: Drugs\ Society & Religion,4,6:30 PM - 10:00 PM,M,Struthers\ William M.,,SIP
CORE,307,0,,AIS: Cosmology,4,1:15 PM - 3:05 PM,T R,O'Connor & Poelare,,PI\ SIP
CORE,311,0,,AIS: Good in Great Plagues,4,1:15 PM - 3:05 PM,T R,Koo\ Jovanka T.,,SIP
CORE,312,0,,AIS Col & Redem:Native Chicago,4,12:55 PM - 2:05 PM,M W F,Harkrider\ Melissa,,DUS\ SI
CORE,317,0,,AIS: Media Revolutions,4,11:15 AM - 1:05 PM,T R,Lundin\ Matthew D.,,HP\ SI
CORE,319,0,,AIS:  Epic & Philosophy,4,1:15 PM - 3:05 PM,T R,Kemp\ Ryan S.,,LE\ PI
CORE,328,0,,AIS: Mary\ Mother of God,4,12:55 PM - 2:05 PM,M W F,Peeler & Milliner,,HP\ VPAV
CORE,329,0,,AIS:Neurobiol & Spiritual Form,4,11:35 AM - 12:45 PM,M W F,Barwegen & Townse,,SIP
CORE,332,0,,AIS: Women Writing Theology,4,11:15 AM - 1:05 PM,T R,Barbeau\ Jeffrey W.,,LE
CORE,333,0,,AIS:Country Behind Curtain-GDR,4,8:30 AM - 10:20 AM,T R,Shaffer\ Clinton S.,,HP\ LE
CORE,336,0,,AIS: Energy for the Future,4,2:15 PM - 3:25 PM,M W F,Craig\ Darren J.,,SIP
CORE,341,0,,AIS: Stress and Flourishing,4,11:15 AM - 1:05 PM,T R,Thom\ Nathaniel J.,,SIP
CORE,342,0,,AIS: Dante's Commedia,4,6:00 PM - 9:30 PM,R,Gibson & Wood,,LE\ PI
CSCI,235,0,,Programming I: Problem Solving,4,11:35 AM - 12:45 PM,M W F,Kim\ Hyunju,,AAQR
CSCI,243,0,,Discrete Math/Functional Prog,4,2:15 PM - 3:25 PM,M W F,VanDrunen\ Thomas,,AAQR
CSCI,245,0,,Programming II: OO Design,4,12:55 PM - 2:05 PM,M W F,Pohly\ Devin J.,,
CSCI,335,0,,Software Development,4,9:20 AM - 10:30 AM,M W F,Kim\ Hyunju,,
CSCI,345,0,,Data Structures & Algorithms,4,11:35 AM - 12:45 PM,M W F,VanDrunen\ Thomas,,
CSCI,394,0,,Seminar: Machine Learning,4,12:55 PM - 2:05 PM,M W F,VanDrunen\ Thomas,,
CSCI,455,0,,Operating Systems,4,9:20 AM - 10:30 AM,M W F,Pohly\ Devin J.,,
CSCI,493,0,,Mentoring: Adv CSCI Topics,2,11:15 AM - 1:05 PM,T,Pohly\ Devin J.,,
CSCI,494,0,,Soc/Ethical Issues,2,8:30 AM - 10:20 AM,R,Pohly\ Devin J.,,
CSCI,235L,0,,Programming I Lab,0,8:30 AM - 10:20 AM,T,Kim\ Hyunju,,
CSCI,235L,2,,Programming I Lab,0,1:15 PM - 3:05 PM,T,Kim\ Hyunju,,
CSCI,245L,0,,Programming II Lab,0,1:15 PM - 3:05 PM,R,Pohly\ Devin J.,,
ECON,211,1,,Principles of Microeconomics,4,9:20 AM - 10:30 AM,M W F,Cook\ Jeremy A.,,SI
ECON,211,2,,Principles of Microeconomics,4,11:35 AM - 12:45 PM,M W F,Cook\ Jeremy A.,,SI
ECON,212,1,A,Principles of Macroeconomics,2,9:20 AM - 10:30 AM,M W F,Hill\ Enoch S.,,
ECON,212,2,A,Principles of Macroeconomics,2,11:35 AM - 12:45 PM,M W F,Hill\ Enoch S.,,
ECON,212,3,B,Principles of Macroeconomics,2,9:20 AM - 10:30 AM,M W F,Hill\ Enoch S.,,
ECON,325,1,,Intermediate Macroeconomics,4,12:55 PM - 2:05 PM,M W F,Guo\ Nick L.,,
ECON,325,2,,Intermediate Macroeconomics,4,2:15 PM - 3:25 PM,M W F,Guo\ Nick L.,,
ECON,326,1,,Intermediate Microeconomics,4,11:15 AM - 1:05 PM,T R,Jankowski\ Donald J,,
ECON,326,2,,Intermediate Microeconomics,4,1:15 PM - 3:05 PM,T R,Jankowski\ Donald J,,
ECON,365,0,,Economic Growth & Development,4,11:35 AM - 12:45 PM,M W F,Makaudze\ Ephias,,
ECON,366,0,,International Economics,4,2:15 PM - 3:25 PM,M W F,Hill\ Enoch S.,,
ECON,375,1,,Econometrics,4,11:15 AM - 1:05 PM,T R,Forsstrom\ Matthew,,
ECON,375,2,,Econometrics,4,2:15 PM - 3:25 PM,M W F,Makaudze\ Ephias,,
ECON,394,0,,Financial Economics,4,9:20 AM - 10:30 AM,M W F,Guo\ Nick L.,,
ECON,492,0,,Senior Legacy Capstone,2,1:15 PM - 3:05 PM,T,Forsstrom\ Matthew,,
EDUC,135,0,A,School & Society,2,11:35 AM - 12:45 PM,M W F,Jonas\ Mark E.,,
EDUC,136,0,B,Teaching Diverse Students,2,11:35 AM - 12:45 PM,M W F,Vroom Fick\ Sara J.,,
EDUC,225,0,,Psych & Dev Contexts of Educ,4,11:15 AM - 1:05 PM,T R,Kim\ Il-Hee,,
EDUC,305,0,A,Learning Differences,2,8:00 AM - 9:20 AM,M W F,Boehm\ Thomas L.,,
EDUC,306,0,,Classroom Comm & Curr Int,4,1:15 PM - 3:05 PM,T R,Eckert\ Jonathan M.,,
EDUC,311,1,,General Elem Middle Methods,2,8:20 AM - 10:20 AM,R,Eckert\ Jonathan M.,15,
EDUC,311,2,,General Elem Middle Methods,2,11:05 AM - 1:05 PM,R,Eckert\ Jonathan M.,15,
EDUC,312,1,,Rdg in Elem and Middle School,4,8:30 AM - 10:30 AM,M   F,Morrison\ Sally E.,,
EDUC,312,2,,Rdg in Elem and Middle School,4,11:35 AM - 1:35 PM,M   F,Morrison\ Sally E.,,
EDUC,315,1,,Elem/MS Math Methods,4,8:20 AM - 10:20 AM,T R,Lederhouse\ Jillian,,
EDUC,315,2,,Elem/MS Math Methods,4,11:05 AM - 1:05 PM,T R,Lederhouse\ Jillian,,
EDUC,317,1,,Elem/Midl:Lang Arts,2,8:30 AM - 10:30 AM,M,Beitler\ Brita E.,,
EDUC,317,2,,Elem/Midl:Lang Arts,2,11:35 AM - 1:35 PM,M,Beitler\ Brita E.,,
EDUC,328,0,,Cross-Categorical Characterist,4,12:55 PM - 2:05 PM,M W F,Boehm\ Thomas L.,,
EDUC,348,0,,Special Education Assessment,4,12:55 PM - 2:05 PM,M W F,Ruiz\ Diane S.,,
EDUC,494,0,,Senior Seminar:Secondary,2,6:30 PM - 8:30 PM,T,Jonas\ Mark E.,300,
EDUC,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,
EDUC,497,0,B,"Philosophy of Education - Meets on campus Apr 15-19\ 29; atHR Apr 22-26",3,12:50 PM - 3:20 PM,MTWRF,Jonas\ Mark E.,175,
EDUC,498,0,,Literacy Assessment,2,8:30 AM - 10:20 AM,R,Morrison\ Sally E.,,
EDUC,136L,0,,Cross-cultural Tutoring,1,TBA,,Vroom Fick\ Sara J.,,
EDUC,225L,0,,Teacher Aiding Practicum,1,TBA,,Kim & Felker,,
EDUC,305L,0,,Learning Differences Practicum,1,TBA,,Boehm\ Thomas L.,,
EDUC,311L,0,,General Methods Practicum,1,TBA,,Lederhouse & Vroom Fick,,
EDUC,324L,0,,Middle/HS:Meth Pract,1,TBA,,Lederhouse & Vandermeulen,,
EDUC,328L,0,,LBS Practicum I-A,1,TBA,,Boehm\ Thomas L.,,
EDUC,405L,0,,Middle Grade Practicum,1,TBA,,Morrison\ Sally E.,,
ENG,324,0,B,High School Methods-English,2,1:15 PM - 3:05 PM,T R,Colon\ Christine A.,,
ENG,325,0,A,Middle School Methods-English,2,1:15 PM - 3:05 PM,T R,Colon\ Christine A.,,
ENG,429,0,,Literacy Assessment,2,8:30 AM - 10:20 AM,R,Morrison\ Sally E.,,
ENGL,111,1,,Western Lit-The Four Loves,4,12:55 PM - 2:05 PM,M W F,Lapeyre\ Christophe,,LE
ENGL,111,4,,West Lit:Spiritual Battles,4,9:20 AM - 10:30 AM,M W F,Dunn-Hensley\ Susa,,LE
ENGL,112,1,,SWL: Comedy & Tragedy,4,8:30 AM - 10:20 AM,T R,Gibson\ Alison R.,,LE\ VPAT
ENGL,112,2,,SWL: Comedy & Tragedy,4,11:15 AM - 1:05 PM,T R,Gibson\ Alison R.,,LE\ VPAT
ENGL,115,1,,Global Lit: Culture Clash,4,2:15 PM - 3:25 PM,M W F,Galbraith\ Jeffrey R.,,LE
ENGL,115,2,,Global Lit:Echoes of Empire,4,12:55 PM - 2:05 PM,M W F,Dunn-Hensley\ Susa,,LE
ENGL,202,0,,Japanese Literature,4,8:30 AM - 10:20 AM,T R,Nonaka\ Miho,,GP\ LE
ENGL,215,0,,Classical/Early British Lit,4,9:20 AM - 10:30 AM,M W F,Weber\ Benjamin D.,,LE
ENGL,225,1,,Topical Seminar: Techno Texts,4,2:15 PM - 3:25 PM,M W F,Gibson\ Richard H.,,
ENGL,225,2,,Top Sem: Wrestle-God & Words,4,11:15 AM - 1:05 PM,T R,Kriner\ Tiffany E.,,
ENGL,225,3,,Topical Sem:Nobel Prize Winner,4,12:55 PM - 2:05 PM,M W F,Gibson\ Richard H.,,
ENGL,328,0,,Young Adult Literature,4,6:30 PM - 10:00 PM,T,Dunn-Hensley\ Susa,,
ENGL,338,0,,Restoration & 18th Century Lit,4,11:35 AM - 12:45 PM,M W F,Galbraith\ Jeffrey R.,,
ENGL,341,0,,Am Lit:Beginning - Romanticism,4,1:15 PM - 3:05 PM,T R,Kriner\ Tiffany E.,,
ENGL,343,0,,American Lit After 1945,4,11:35 AM - 12:45 PM,M W F,Bieber Lake\ Christin,,
ENGL,365,0,,British Literature After 1939,4,6:30 PM - 10:00 PM,M,Sasser\ Kimberly A.,,
ENGL,381,0,A,American Authors: Beginnings,2,8:30 AM - 10:20 AM,T R,Kriner\ Tiffany E.,,
ENGL,382,0,B,Amer Authors:Hughes & Hurston,2,8:30 AM - 10:20 AM,T R,Kriner\ Tiffany E.,,
ENGL,384,0,,Shakespeare,4,2:15 PM - 3:25 PM,M W F,Weber\ Benjamin D.,,
ENGL,385,0,A,Milton,2,12:55 PM - 2:05 PM,M W F,Ryken\ Leland,,
ENGL,431,0,,Christianity and Fantasy,4,11:15 AM - 1:05 PM,T R,Downing\ David C.,,
ENGL,486,0,,Wade Center Authors,4,9:20 AM - 10:30 AM,M W F,Colon\ Christine A.,,
ENGL,494,0,,Senior Seminar,4,9:20 AM - 10:30 AM,M W F,Sasser\ Kimberly A.,,
ENGL,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,
ENGL,496,0,,Literature Internship,1 TO 4,TBA,,STAFF,,
ENGR,105,0,,Engineering Graphics,2,1:15 PM - 4:05 PM,R,Pierson\ Benjamin M,65,
ENGR,202,0,,ENGR Mechanics II - Dynamics,4,12:55 PM - 2:05 PM,M W F,Hsu\ David D.,,
ENGR,204,0,,Innovative Design-Engineering,4,1:15 PM - 3:05 PM,T R,Hsu\ David D.,65,
ENGR,225,0,,Materials Science,4,9:20 AM - 10:30 AM,M W F,Hsu\ David D.,,
ENGR,394,0,,Engineering Ethics Capstone,2,8:30 AM - 10:20 AM,T,Hsu\ David D.,,
ENGW,103,1,,Composition and Research,4,9:20 AM - 10:30 AM,M W F,Galbraith\ Jeffrey R.,,COMP
ENGW,103,2,,Composition and Research,4,11:15 AM - 1:05 PM,T R,Long\ Abigail H.,,COMP
ENGW,103,3,,Composition and Research,4,11:35 AM - 12:45 PM,M W F,Lapeyre\ Christophe,,COMP
ENGW,103,4,,Composition and Research,4,2:15 PM - 3:25 PM,M W F,Lapeyre\ Christophe,,COMP
ENGW,103,5,,Composition and Research,4,9:20 AM - 10:30 AM,M W F,Bieber Lake\ Christin,,COMP
ENGW,103,7,,Composition and Research,4,3:15 PM - 5:05 PM,T R,Gibson\ Alison R.,,COMP
ENGW,103,8,,Composition and Research,4,1:15 PM - 3:05 PM,T R,Gibson\ Alison R.,,COMP
ENGW,104,1,B,Composition and Research,2,11:15 AM - 1:05 PM,T R,Mazzarella\ Nicole,,COMP
ENGW,104,3,A,Composition and Research,2,11:35 AM - 12:45 PM,M W F,Ryken\ Leland,,COMP
ENGW,104,5,A,Composition and Research,2,2:15 PM - 3:25 PM,M W F,Martindale\ H. Wayn,,COMP
ENGW,104,6,A,Composition and Research,2,12:55 PM - 2:05 PM,M W F,Martindale\ H. Wayn,,COMP
ENGW,104,2,B,Composition and Research,2,11:35 AM - 12:45 PM,M W F,Ryken\ Leland,,COMP
ENGW,104,0,A,Composition and Research,2,6:30 PM - 10:00 PM,M,Beitler\ James E.,,COMP
ENGW,213,1,,Creative Writing,4,1:15 PM - 3:05 PM,T R,Mazzarella\ Nicole,,
ENGW,233,0,,Writing Chicago,4,6:30 PM - 10:00 PM,R,Beitler & Toly,,LE
ENGW,335,0,,Poetry Writing and Criticism,4,1:15 PM - 3:05 PM,T R,Nonaka\ Miho,,
ENGW,444,1,,Longer Works of Fiction,4,8:30 AM - 10:20 AM,T R,Mazzarella\ Nicole,,
ENGW,444,2,A,Special Topics-Flash Fiction,2,11:15 AM - 1:05 PM,T R,Mazzarella\ Nicole,,
ENGW,444,3,,Travel Writing,4,2:15 PM - 3:25 PM,M W F,Bratcher\ Andrew B.,,
ENGW,444,4,A,Writing About Culture,2,11:35 AM - 12:45 PM,M W F,Bratcher\ Andrew B.,,
ENGW,494,0,,Senior Seminar in Writing,4,11:15 AM - 1:05 PM,T R,Nonaka\ Miho,,
ENGW,495,0,,Writing Projects,1 TO 4,TBA,,STAFF,,
ENVR,381,0,,Envr Pollution & Toxicology,4,12:55 PM - 2:05 PM,M W F,Keil\ Charles B.,25,
ENVR,395,0,,Independent Study-Envr Science,2 TO 4,TBA,,STAFF,25,
ENVR,430,0,,Environmental Engineering,4,1:15 PM - 3:05 PM,T R,Yoder\ Jeff T.,,
ENVR,494,0,,Environmental Science Capstone,2,8:30 AM - 10:20 AM,T,Keil\ Charles B.,,
ENVR,495,0,,Environmental Science Research,2 TO 4,TBA,,STAFF,,
ENVR,381L,0,,Env Pollution/Toxicology Lab,0,7:30 AM - 10:20 AM,R,Keil\ Charles B.,25,
FREN,102,0,,Elementary French II,4,12:55 PM - 2:05 PM,M W F,Forsberg\ Amy Y.,,COMP
FREN,103,0,,Accel Elem French,4,11:35 AM - 12:45 PM,M W F,Forsberg\ Amy Y.,,COMP
FREN,201,0,,Intermediate French,4,8:00 AM - 9:10 AM,M W F,Soerens\ Diana M.,,COMP
FREN,331,0,,French Conversation,4,9:20 AM - 10:30 AM,M W F,Soerens\ Diana M.,25,
FREN,333,0,,Intro to Francophone World,4,12:55 PM - 2:05 PM,M W F,Savage\ Alan D.,,
FREN,334,1,A,Translation,2,2:15 PM - 3:25 PM,M W F,Savage\ Alan D.,,
FREN,334,2,B,Advanced Conversation,2,2:15 PM - 3:25 PM,M W F,Savage\ Alan D.,,
FREN,494,0,,Senior Seminar,4,6:00 PM - 9:30 PM,M,Savage\ Alan D.,,
GEL,211,0,,Vocation Practicum,2 TO 4,7:00 PM - 9:00 PM,M,Haase\ Daniel T.,,
GEL,301,0,,Survey of Mexican Art,2,TBA,,Wood\ Adam N.,,VPAV
GEL,302,0,,Exploring Mexican History,4,TBA,,Wood\ Adam N.,,HP
GEL,321,0,,Engaging Mexican Cultures,4,TBA,,Wood\ Adam N.,,SI
GEND,494,0,,Gender Studies Capstone,2,11:15 AM - 1:05 PM,T,Reynolds\ Amy M.,,
GEOL,211,1,,Exploring the Dynamic Earth,4,9:20 AM - 10:30 AM,M W F,Maneiro\ Kathryn A.,35,SP
GEOL,211,2,,Exploring the Dynamic Earth,4,2:15 PM - 3:25 PM,M W F,Tagne\ Gilles V.,35,SP
GEOL,308,0,,Energy & Climate Change,4,9:20 AM - 10:30 AM,M W F,Tagne\ Gilles V.,25,SIP
GEOL,321,0,,Earth History Stratig,4,12:55 PM - 2:05 PM,M W F,Maneiro\ Kathryn A.,145,SIP
GEOL,372,0,,GIS Practicum,2,8:30 AM - 10:20 AM,R,Tagne\ Gilles V.,,
GEOL,495,0,,Problems In Geology,1 TO 4,TBA,,STAFF,,
GEOL,496,0,,Internship,1 TO 4,TBA,,STAFF,,
GEOL,211L,1,,Dynamic Earth Lab,0,8:30 AM - 10:20 AM,T,Heidlauf\ Lisa E.,,
GEOL,211L,2,,Dynamic Earth Lab,0,11:15 AM - 1:05 PM,T,Heidlauf\ Lisa E.,,
GEOL,211L,3,,Dynamic Earth Lab,0,1:15 PM - 3:05 PM,T,Heidlauf\ Lisa E.,,
GEOL,211L,4,,Dynamic Earth Lab,0,11:15 AM - 1:05 PM,R,Heidlauf\ Lisa E.,,
GEOL,211L,5,,Dynamic Earth Lab,0,1:15 PM - 3:05 PM,R,Tagne\ Gilles V.,,
GEOL,211L,6,,Dynamic Earth Lab,0,8:30 AM - 10:20 AM,R,Heidlauf\ Lisa E.,,
GEOL,321L,0,,Earth History Stratig Lab,0,1:15 PM - 3:05 PM,T,Maneiro\ Kathryn A.,,
GEOL,437L,0,,Hydrogeology Lab,0,8:00 AM - 10:20 AM,T,Luhmann\ Andrew J.,,
GERM,102,0,,Elementary German II,4,8:00 AM - 9:10 AM,M W F,Shaffer\ Clinton S.,,COMP
GERM,103,0,,Accel Elem German,4,8:00 AM - 9:10 AM,M W F,Gascho\ Bethel L.,,
GERM,201,0,,Intermediate German,4,11:35 AM - 12:45 PM,M W F,Gascho\ Bethel L.,,COMP
GERM,342,0,,Contemp Germ Pol Econ Events,4,8:00 AM - 9:10 AM,M W F,Henley\ Grant H.,,
GERM,361,0,,Terrorism in Lit and Film,4,11:35 AM - 12:45 PM,M W F,Shaffer\ Clinton S.,,
GERM,373,0,,German for Reading II,0,3:45 PM - 4:45 PM,F,Shaffer\ Clinton S.,,
GERM,494,2,,Senior Seminar: Faith & Lit,4,2:15 PM - 3:25 PM,M W F,Henley\ Grant H.,25,
GREK,102,1,,Elementary Greek II,4,8:00 AM - 9:10 AM,M W F,Penney\ Douglas L.,,COMP
GREK,102,2,,Elementary Greek II,4,9:20 AM - 10:30 AM,M W F,Laansma\ Jon C.,,COMP
GREK,489,0,,Topics: Luke-Acts,4,8:00 AM - 9:10 AM,M W F,Laansma\ Jon C.,,
GREK,494,0,,Senior Capstone,4,2:15 PM - 3:25 PM,M W F,Penney\ Douglas L.,,
HEBR,302,2,,Elementary Hebrew II,4,12:55 PM - 2:05 PM,M W F,Abernethy\ Andrew,,COMP
HEBR,495,0,,Independent Reading/Rsrch,1 TO 4,TBA,,STAFF,,
HIST,102,2,,EGP: New Worlds:1450-1750,4,11:35 AM - 12:45 PM,M W F,Harkrider\ Melissa,,GP\ HP
HIST,102,1,,EGP:Hist/HistFiction in Africa,4,9:20 AM - 10:30 AM,M W F,Stringham\ Noel C.,,GP\ HP
HIST,102,3,,EGP:Memoir:Modern Mid East,4,12:55 PM - 2:05 PM,M W F,Stringham\ Noel C.,,GP\ HP
HIST,102,4,,EGP: The Holocaust,4,1:15 PM - 3:05 PM,T R,Lundin\ Matthew D.,,GP\ HP
HIST,103,1,,EAP:US Pop Culture Since 1900,4,6:30 PM - 10:00 PM,R,Thomas\ Amber R.,,DUS\ HP
HIST,103,2,,EAP: Health & Medicine in US,4,6:30 PM - 10:00 PM,W,Riddle\ Jonathan D.,,DUS\ HP
HIST,201,0,,Why History?,4,6:30 PM - 10:00 PM,T,Kim\ Hanmee N.,,HP
HIST,251,0,,American History to 1865,4,11:15 AM - 1:05 PM,T R,Riddle\ Jonathan D.,,
HIST,312,0,,History of Philosophy,4,11:35 AM - 12:45 PM,M W F,Borden\ Sarah R.,,
HIST,324,0,A,High School Hist/SSci Methods,2,6:30 PM - 10:00 PM,R,Johnson\ Karen J.,,
HIST,325,0,B,Mid School Hist/SSci Methods,2,6:30 PM - 10:00 PM,R,Johnson\ Eric L.,,
HIST,334,0,,East Asian History,4,12:55 PM - 2:05 PM,M W F,Kim\ Hanmee N.,,
HIST,349,0,,Origins of Contemporary Europe,4,6:30 PM - 10:00 PM,M,Lundin\ Matthew D.,,
HIST,356,0,,American Revolution,4,1:15 PM - 3:05 PM,T R,McKenzie\ Robert T.,,
HIST,391,2,,Modern Korea Thru Korean War,4,11:35 AM - 12:45 PM,M W F,Kim\ Hanmee N.,,
HIST,391,3,,Medieval Saints & Sinners,4,9:20 AM - 10:30 AM,M W F,Harkrider\ Melissa,,
HIST,391,6,,Majority World Indigenous Hist,4,2:15 PM - 3:25 PM,M W F,Stringham\ Noel C.,,
HIST,391,4,A,Race/Reconciliation in U.S.,2,11:15 AM - 1:05 PM,T R,Johnson\ Karen J.,,
HIST,391,8,,Religion & Health in the U.S.,4,8:30 AM - 10:20 AM,T R,Riddle\ Jonathan D.,,
HIST,391,5,B,Baseball & US History,2,11:15 AM - 1:05 PM,T R,Blumhofer\ Edith L.,,
HIST,494,0,,Senior Capstone,4,8:30 AM - 10:20 AM,T R,McKenzie\ Robert T.,,
HIST,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,
HIST,496,0,,Internship,4,TBA,,STAFF,,
HIST,498,0,,Honors Tutorial,4,TBA,,STAFF,,
HNGR,114,0,,Poverty\ Justice & Transform - 1st & 2nd year students only,4,11:15 AM - 1:05 PM,T R,Huff\ James G.,,GP\ SI
HNGR,385,0,,Field Research Meth,4,6:30 PM - 10:00 PM,T,Yoder & Huff,,
HNGR,494,0,,HNGR Capstone Integration Sem,2,3:15 PM - 5:05 PM,R,Yoder\ Laura S.,,
IDS,494,0,,Senior Seminar,4,8:30 AM - 10:20 AM,T R,Davis\ Jeffry C.,,
IR,155,1,,Comparative Politics,4,9:20 AM - 10:30 AM,M W F,Alexander\ Kathryn,,GP\ SI
IR,175,0,,International Politics,4,11:35 AM - 12:45 PM,M W F,McKoy\ Michael K.,,SI
IR,175,2,,International Politics,4,11:15 AM - 1:05 PM,T R,Taylor\ Timothy W.,,SI
IR,301,1,A,Religion & Foreign Policy,2,8:30 AM - 10:20 AM,T R,Alexander\ Kathryn,,
IR,302,1,,African Politics,4,1:15 PM - 3:05 PM,T R,Alexander\ Kathryn,,
IR,302,0,,National Security,4,2:15 PM - 3:25 PM,M W F,Iglesias\ David C.,,
IR,318,0,,Environmental Politics,4,6:30 PM - 10:00 PM,T,Toly\ Noah J.,,
IR,494,0,A,Senior Seminar,2,6:30 PM - 10:00 PM,W,Taylor\ Timothy W.,,
IR,495,0,,Independent Study,2 TO 4,TBA,,STAFF,,
IR,496,0,,Internship,4,TBA,,McGraw\ Bryan T.,,
LATN,102,0,,Elementary Latin II,4,9:20 AM - 10:30 AM,M W F,Loney\ Alexander C.,,COMP
LATN,333,0,,Adv Latin: Ovid,2 OR 4,11:15 AM - 1:05 PM,T R,Loney\ Alexander C.,,
LATN,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,
LING,222,0,B,English Grammar for Teachers,2,12:55 PM - 2:05 PM,M W F,Vroom Fick\ Sara J.,,
LING,227,0,B,Cross-Cultural Teaching Learn,2,8:30 AM - 10:20 AM,T R,Barger\ R. Pam,,
LING,321,1,A,Introduction to Linguistics,2,1:15 PM - 3:05 PM,T R,Hackett\ Robyn K.,,
LING,321,2,A,Introduction to Linguistics,2,11:15 AM - 1:05 PM,T R,Mullen\ Natalie J.,,
LING,325,0,B,Prin of Assessment for TESOL,2,6:30 PM - 10:00 PM,W,Seaman\ Alan A.,,
LING,326,0,,ELL Content Methods,2,6:30 PM - 8:20 PM,R,Vroom Fick\ Sara J.,,
MATH,107,0,,Finite Mathematics,4,11:35 AM - 12:45 PM,M W F,Lovett\ Stephen T.,,AAQR
MATH,221,0,,Applied Calculus,4,9:20 AM - 10:30 AM,M W F,Isihara\ Paul,,AAQR
MATH,231,0,,Calculus I,4,2:15 PM - 3:25 PM,M W F,Delzell\ Darcie A.,,AAQR
MATH,232,1,,Calculus II,4,12:55 PM - 2:05 PM,M W F,Perciante\ Terence,,
MATH,233,0,B,Calculus I B,2,2:15 PM - 3:25 PM,M W F,Delzell\ Darcie A.,,AAQR
MATH,234,1,B,Calculus II B,2,12:55 PM - 2:05 PM,M W F,Perciante\ Terence,,
MATH,243,0,,Discrete Math & Funct Program,4,2:15 PM - 3:25 PM,M W F,VanDrunen\ Thomas,,AAQR
MATH,245,0,,Linear Algebra,4,8:00 AM - 9:10 AM,M W F,Vanderschoot\ Mary,,
MATH,263,1,,Introduction to Statistics,4,11:35 AM - 12:45 PM,M W F,Delzell\ Darcie A.,,AAQR
MATH,302,0,,Applied Project I,2,11:15 AM - 1:05 PM,R,Diedrichs\ Danilo R.,,
MATH,324,0,A,Meth of Teach High Sch Math,2,6:30 PM - 8:30 PM,M  R,Vandermeulen\ Judit,,
MATH,325,0,B,Middle School Math Methods,2,6:30 PM - 8:30 PM,M  R,Vandermeulen\ Judit,,
MATH,331,0,B,Vector Calculus,2,11:35 AM - 12:45 PM,M W F,Isihara\ Paul,,
MATH,333,0,,Differential Equations,4,9:20 AM - 10:30 AM,M W F,Diedrichs\ Danilo R.,,
MATH,341,0,,Modern Algebra,4,8:00 AM - 9:10 AM,M W F,Lovett\ Stephen T.,,
MATH,352,0,,Complex Analysis,4,2:15 PM - 3:25 PM,M W F,Isihara\ Paul,,
MATH,362,0,,Geometry,4,8:30 AM - 10:20 AM,T R,Lovett\ Stephen T.,,
MATH,364,0,,Mathematical Modeling,4,2:15 PM - 3:25 PM,M W F,Diedrichs\ Danilo R.,,
MATH,463,0,,Probability & Statistics II,4,1:15 PM - 3:05 PM,T R,Delzell\ Darcie A.,,
MATH,485,0,,Dynamical Systems,4,12:55 PM - 2:05 PM,M W F,Vanderschoot\ Mary,,
MATH,494,1,,Senior Seminar,2,11:15 AM - 12:15 PM,T R,Brabenec\ Robert L.,,
MATH,221L,1,,Applied Calculus Lab,0,11:15 AM - 1:05 PM,R,Isihara\ Paul,,
MATH,221L,2,,Applied Calculus Lab,0,1:15 PM - 3:05 PM,R,Brabenec\ Robert L.,,
MATH,231L,1,,Drill,0,8:30 AM - 10:20 AM,R,Diedrichs\ Danilo R.,,
MATH,231L,2,,Drill,0,1:15 PM - 3:05 PM,R,Brabenec\ Robert L.,,
MATH,232L,2,,Drill,0,11:15 AM - 1:05 PM,R,Isihara\ Paul,,
MATH,232L,1,,Drill,0,8:30 AM - 10:20 AM,R,Diedrichs\ Danilo R.,,
MATH,233L,1,B,Drill,0,8:30 AM - 10:20 AM,R,Diedrichs\ Danilo R.,,
MATH,233L,2,B,Drill,0,1:15 PM - 3:05 PM,R,Brabenec\ Robert L.,,
MATH,234L,1,B,Drill,0,8:30 AM - 10:20 AM,R,Diedrichs\ Danilo R.,,
MATH,234L,2,B,Drill,0,11:15 AM - 1:05 PM,R,Isihara\ Paul,,
MSCI,102,0,,Intro to Profession of Arms,2,6:30 PM - 10:00 PM,R,Nigh\ David A.,,
MSCI,123,0,,Leadership Laboratory,0,3:45 PM - 5:45 PM,R,Olson & Nigh,,
MSCI,202,0,,Army Doctrine/Team Dev't,2,6:30 PM - 10:00 PM,R,Albuck & Frye,,
MSCI,302,0,,Applied Leadership-Small Unit,4,6:30 PM - 10:00 PM,R,Olson\ Aaron M.,,
